Experiment -> WED
Endowment  ->   0.00
Chance to play computer ->   0.10%
(Left = 0 ; Right = 1)
Round    Subj   Part    Subj Choice  Part Choice    Pay off   Tot Earn
  59      9      5          1            1             0.04       2.92
  59     10      4          1            1             0.04       2.96
  59     11      6          1            1             0.04       3.25
  59     12      2          1            1             0.04       2.95
  60      1      8          1            1             0.04       3.20
  60      2     12          1            1             0.04       2.96
  60      3      7          1            1             0.04       3.50
  60      4     10          1            1             0.04       2.67
  60      5      9          1            1             0.04       2.74
  60      6     11          1            1             0.04       3.12
  60      7      3          1            1             0.04       3.36
  60      8      1          1            1             0.04       2.97
  60      9      5          1            1             0.04       2.96
  60     10      4          1            1             0.04       3.00
  60     11      6          1            1             0.04       3.29
  60     12      2          1            1             0.04       2.99
  61      1      5          0            1             0.00       3.20
  61      2     12          1            0             0.12       3.08
  61      3     11          1            1             0.04       3.54
  61      4      9          0            1             0.00       2.67
  61      5      1          1            0             0.12       2.86
  61      6      7          0            1             0.00       3.12
  61      7      6          1            0             0.12       3.48
  61      8     10          1            1             0.04       3.01
  61      9      4          1            0             0.12       3.08
  61     10      8          1            1             0.04       3.04
  61     11      3          1            1             0.04       3.33
  61     12      2          0            1             0.00       2.99
  62      1      5          0            0             0.07       3.27
  62      2     12          1            1             0.04       3.12
  62      3     11          1            1             0.04       3.58
  62      4      9          1            1             0.04       2.71
  62      5      1          0            0             0.07       2.93
  62      6      7          1            1             0.04       3.16
  62      7      6          1            1             0.04       3.52
  62      8     10          0            1             0.00       3.01
  62      9      4          1            1             0.04       3.12
  62     10      8          1            0             0.12       3.16
  62     11      3          1            1             0.04       3.37
  62     12      2          1            1             0.04       3.03
  63      1      5          1            1             0.04       3.31
  63      2     12          1            0             0.12       3.24
  63      3     11          1            1             0.04       3.62
  63      4      9          1            1             0.04       2.75
  63      5      1          1            1             0.04       2.97
  63      6      7          1            1             0.04       3.20
  63      7      6          1            1             0.04       3.56
  63      8     10          0            0             0.07       3.08
  63      9      4          1            1             0.04       3.16
  63     10      8          0            0             0.07       3.23
  63     11      3          1            1             0.04       3.41
  63     12      2          0            1             0.00       3.03
  64      1      5          0            1             0.00       3.31
  64      2     12          1            1             0.04       3.28
  64      3     11          0            0             0.07       3.69
  64      4      9          1            1             0.04       2.79
  64      5      1          1            0             0.12       3.09
  64      6      7          1            1             0.04       3.24
  64      7      6          1            1             0.04       3.60
  64      8     10          0            1             0.00       3.08
  64      9      4          1            1             0.04       3.20
  64     10      8          1            0             0.12       3.35
  64     11      3          0            0             0.07       3.48
  64     12      2          1            1             0.04       3.07
  65      1      5          1            0             0.12       3.43
  65      2     12          1            1             0.04       3.32
  65      3     11          0            1             0.00       3.69
  65      4      9          1            1             0.04       2.83
  65      5      1          0            1             0.00       3.09
  65      6      7          1            0             0.12       3.36
  65      7      6          0            1             0.00       3.60
  65      8     10          1            0             0.12       3.20
  65      9      4          1            1             0.04       3.24
  65     10      8          0            1             0.00       3.35
  65     11      3          1            0             0.12       3.60
  65     12      2          1            1             0.04       3.11
  66      1      5          1            1             0.04       3.47
  66      2     12          1            1             0.04       3.36
  66      3     11          1            0             0.12       3.81
  66      4      9          1            1             0.04       2.87
  66      5      1          1            1             0.04       3.13
  66      6      7          0            1             0.00       3.36
  66      7      6          1            0             0.12       3.72
  66      8     10          0            1             0.00       3.20
  66      9      4          1            1             0.04       3.28
  66     10      8          1            0             0.12       3.47
  66     11      3          0            1             0.00       3.60
  66     12      2          1            1             0.04       3.15
  67      1      5          1            1             0.04       3.51
  67      2     12          1            1             0.04       3.40
  67      3     11          1            1             0.04       3.85
  67      4      9          1            1             0.04       2.91
  67      5      1          1            1             0.04       3.17
  67      6      7          1            0             0.12       3.48
  67      7      6          0            1             0.00       3.72
  67      8     10          1            1             0.04       3.24
  67      9      4          1            1             0.04       3.32
  67     10      8          1            1             0.04       3.51
  67     11      3          1            1             0.04       3.64
  67     12      2          1            1             0.04       3.19
  68      1      5          1            1             0.04       3.55
  68      2     12          1            1             0.04       3.44
  68      3     11          1            1             0.04       3.89
  68      4      9          1            1             0.04       2.95
  68      5      1          1            1             0.04       3.21
  68      6      7          1            1             0.04       3.52
  68      7      6          1            1             0.04       3.76
  68      8     10          1            0             0.12       3.36
  68      9      4          1            1             0.04       3.36
  68     10      8          0            1             0.00       3.51
  68     11      3          1            1             0.04       3.68
  68     12      2          1            1             0.04       3.23
  69      1      5          1            1             0.04       3.59
  69      2     12          1            1             0.04       3.48
  69      3     11          1            1             0.04       3.93
  69      4      9          1            1             0.04       2.99
  69      5      1          1            1             0.04       3.25
  69      6      7          1            1             0.04       3.56
  69      7      6          1            1             0.04       3.80
  69      8     10          1            1             0.04       3.40
  69      9      4          1            1             0.04       3.40
  69     10      8          1            1             0.04       3.55
  69     11      3          1            1             0.04       3.72
  69     12      2          1            1             0.04       3.27
  70      1      5          1            1             0.04       3.63
  70      2     12          1            1             0.04       3.52
  70      3     11          1            1             0.04       3.97
  70      4      9          1            1             0.04       3.03
  70      5      1          1            1             0.04       3.29
  70      6      7          1            1             0.04       3.60
  70      7      6          1            1             0.04       3.84
  70      8     10          1            0             0.12       3.52
  70      9      4          1            1             0.04       3.44
  70     10      8          0            1             0.00       3.55
  70     11      3          1            1             0.04       3.76
  70     12      2          1            1             0.04       3.31
  71      1      7          0            1             0.00       3.63
  71      2      9          1            1             0.04       3.56
  71      3      6          0            0             0.07       4.04
  71      4      8          1            1             0.04       3.07
  71      5     11          0            1             0.00       3.29
  71      6      3          0            0             0.07       3.67
  71      7      1          1            0             0.12       3.96
  71      8      4          1            1             0.04       3.56
  71      9      2          1            1             0.04       3.48
  71     10     12          1            0             0.12       3.67
  71     11      5          1            0             0.12       3.88
  71     12     10          0            1             0.00       3.31
  72      1      7          0            0             0.07       3.70
  72      2      9          1            1             0.04       3.60
  72      3      6          0            0             0.07       4.11
  72      4      8          0            0             0.07       3.14
  72      5     11          0            0             0.07       3.36
  72      6      3          0            0             0.07       3.74
  72      7      1          0            0             0.07       4.03
  72      8      4          0            0             0.07       3.63
  72      9      2          1            1             0.04       3.52
  72     10     12          1            1             0.04       3.71
  72     11      5          0            0             0.07       3.95
  72     12     10          1            1             0.04       3.35
  73      1      7          0            0             0.07       3.77
  73      2      9          1            1             0.04       3.64
  73      3      6          0            0             0.07       4.18
  73      4      8          0            0             0.07       3.21
  73      5     11          1            0             0.12       3.48
  73      6      3          0            0             0.07       3.81
  73      7      1          0            0             0.07       4.10
  73      8      4          0            0             0.07       3.70
  73      9      2          1            1             0.04       3.56
  73     10     12          1            0             0.12       3.83
  73     11      5          0            1             0.00       3.95
  73     12     10          0            1             0.00       3.35
  74      1      7          0            0             0.07       3.84
  74      2      9          1            1             0.04       3.68
  74      3      6          0            0             0.07       4.25
  74      4      8          0            0             0.07       3.28
  74      5     11          1            1             0.04       3.52
  74      6      3          0            0             0.07       3.88
  74      7      1          0            0             0.07       4.17
  74      8      4          0            0             0.07       3.77
  74      9      2          1            1             0.04       3.60
  74     10     12          0            1             0.00       3.83
  74     11      5          1            1             0.04       3.99
  74     12     10          1            0             0.12       3.47
  75      1      7          0            0             0.07       3.91
  75      2      9          1            1             0.04       3.72
  75      3      6          0            0             0.07       4.32
  75      4      8          0            0             0.07       3.35
  75      5     11          0            0             0.07       3.59
  75      6      3          0            0             0.07       3.95
  75      7      1          0            0             0.07       4.24
  75      8      4          0            0             0.07       3.84
  75      9      2          1            1             0.04       3.64
  75     10     12          1            0             0.12       3.95
  75     11      5          0            0             0.07       4.06
  75     12     10          0            1             0.00       3.47
  76      1      7          0            0             0.07       3.98
  76      2      9          1            1             0.04       3.76
  76      3      6          0            0             0.07       4.39
  76      4      8          0            0             0.07       3.42
  76      5     11          1            1             0.04       3.63
  76      6      3          0            0             0.07       4.02
  76      7      1          0            0             0.07       4.31
  76      8      4          0            0             0.07       3.91
  76      9      2          1            1             0.04       3.68
  76     10     12          1            1             0.04       3.99
  76     11      5          1            1             0.04       4.10
  76     12     10          1            1             0.04       3.51
  77      1      7          0            0             0.07       4.05
  77      2      9          1            1             0.04       3.80
  77      3      6          0            0             0.07       4.46
  77      4      8          0            0             0.07       3.49
  77      5     11          1            0             0.12       3.75
  77      6      3          0            0             0.07       4.09
  77      7      1          0            0             0.07       4.38
  77      8      4          0            0             0.07       3.98
  77      9      2          1            1             0.04       3.72
  77     10     12          1            1             0.04       4.03
  77     11      5          0            1             0.00       4.10
  77     12     10          1            1             0.04       3.55
  78      1      7          0            0             0.07       4.12
  78      2      9          1            1             0.04       3.84
  78      3      6          0            0             0.07       4.53
  78      4      8          0            0             0.07       3.56
  78      5     11          1            1             0.04       3.79
  78      6      3          0            0             0.07       4.16
  78      7      1          0            0             0.07       4.45
  78      8      4          0            0             0.07       4.05
  78      9      2          1            1             0.04       3.76
  78     10     12          0            1             0.00       4.03
  78     11      5          1            1             0.04       4.14
  78     12     10          1            0             0.12       3.67
  79      1      7          1            1             0.04       4.16
  79      2      9          1            1             0.04       3.88
  79      3      6          0            1             0.00       4.53
  79      4      8          0            0             0.07       3.63
  79      5     11          0            1             0.00       3.79
  79      6      3          1            0             0.12       4.28
  79      7      1          1            1             0.04       4.49
  79      8      4          0            0             0.07       4.12
  79      9      2          1            1             0.04       3.80
  79     10     12          1            0             0.12       4.15
  79     11      5          1            0             0.12       4.26
  79     12     10          0            1             0.00       3.67
  80      1      7          1            1             0.04       4.20
  80      2      9          1            1             0.04       3.92
  80      3      6          1            1             0.04       4.57
  80      4      8          1            1             0.04       3.67
  80      5     11          1            1             0.04       3.83
  80      6      3          1            1             0.04       4.32
  80      7      1          1            1             0.04       4.53
  80      8      4          1            1             0.04       4.16
  80      9      2          1            1             0.04       3.84
  80     10     12          0            1             0.00       4.15
  80     11      5          1            1             0.04       4.30
  80     12     10          1            0             0.12       3.79
  81      1     11          0            1             0.00       4.20
  81      2      8          1            1             0.04       3.96
  81      3      6          0            0             0.07       4.64
  81      4      7          0            1             0.00       3.67
  81      5      9          1            1             0.04       3.87
  81      6      3          0            0             0.07       4.39
  81      7      4          1            0             0.12       4.65
  81      8      2          1            1             0.04       4.20
  81      9      5          1            1             0.04       3.88
  81     10     12          1            0             0.12       4.27
  81     11      1          1            0             0.12       4.42
  81     12     10          0            1             0.00       3.79
  82      1     11          0            1             0.00       4.20
  82      2      8          1            0             0.12       4.08
  82      3      6          0            0             0.07       4.71
  82      4      7          0            0             0.07       3.74
  82      5      9          1            1             0.04       3.91
  82      6      3          0            0             0.07       4.46
  82      7      4          0            0             0.07       4.72
  82      8      2          0            1             0.00       4.20
  82      9      5          1            1             0.04       3.92
  82     10     12          1            1             0.04       4.31
  82     11      1          1            0             0.12       4.54
  82     12     10          1            1             0.04       3.83
  83      1     11          1            0             0.12       4.32
  83      2      8          1            0             0.12       4.20
  83      3      6          0            0             0.07       4.78
  83      4      7          0            0             0.07       3.81
  83      5      9          0            1             0.00       3.91
  83      6      3          0            0             0.07       4.53
  83      7      4          0            0             0.07       4.79
  83      8      2          0            1             0.00       4.20
  83      9      5          1            0             0.12       4.04
  83     10     12          1            1             0.04       4.35
  83     11      1          0            1             0.00       4.54
  83     12     10          1            1             0.04       3.87
  84      1     11          0            0             0.07       4.39
  84      2      8          1            1             0.04       4.24
  84      3      6          0            0             0.07       4.85
  84      4      7          0            0             0.07       3.88
  84      5      9          1            1             0.04       3.95
  84      6      3          0            0             0.07       4.60
  84      7      4          0            0             0.07       4.86
  84      8      2          1            1             0.04       4.24
  84      9      5          1            1             0.04       4.08
  84     10     12          1            1             0.04       4.39
  84     11      1          0            0             0.07       4.61
  84     12     10          1            1             0.04       3.91
  85      1     11          0            1             0.00       4.39
  85      2      8          1            1             0.04       4.28
  85      3      6          0            0             0.07       4.92
  85      4      7          0            0             0.07       3.95
  85      5      9          1            1             0.04       3.99
  85      6      3          0            0             0.07       4.67
  85      7      4          0            0             0.07       4.93
  85      8      2          1            1             0.04       4.28
  85      9      5          1            1             0.04       4.12
  85     10     12          1            1             0.04       4.43
  85     11      1          1            0             0.12       4.73
  85     12     10          1            1             0.04       3.95
  86      1     11          0            1             0.00       4.39
  86      2      8          1            1             0.04       4.32
  86      3      6          0            0             0.07       4.99
  86      4      7          0            0             0.07       4.02
  86      5      9          1            1             0.04       4.03
  86      6      3          0            0             0.07       4.74
  86      7      4          0            0             0.07       5.00
  86      8      2          1            1             0.04       4.32
  86      9      5          1            1             0.04       4.16
  86     10     12          1            1             0.04       4.47
  86     11      1          1            0             0.12       4.85
  86     12     10          1            1             0.04       3.99
  87      1     11          1            1             0.04       4.43
  87      2      8          1            1             0.04       4.36
  87      3      6          0            0             0.07       5.06
  87      4      7          0            0             0.07       4.09
  87      5      9          1            1             0.04       4.07
  87      6      3          0            0             0.07       4.81
  87      7      4          0            0             0.07       5.07
  87      8      2          1            1             0.04       4.36
  87      9      5          1            1             0.04       4.20
  87     10     12          1            1             0.04       4.51
  87     11      1          1            1             0.04       4.89
  87     12     10          1            1             0.04       4.03
  88      1     11          1            1             0.04       4.47
  88      2      8          1            1             0.04       4.40
  88      3      6          1            0             0.12       5.18
  88      4      7          0            0             0.07       4.16
  88      5      9          1            1             0.04       4.11
  88      6      3          0            1             0.00       4.81
  88      7      4          0            0             0.07       5.14
  88      8      2          1            1             0.04       4.40
  88      9      5          1            1             0.04       4.24
  88     10     12          1            1             0.04       4.55
  88     11      1          1            1             0.04       4.93
  88     12     10          1            1             0.04       4.07
  89      1     11          1            1             0.04       4.51
  89      2      8          1            1             0.04       4.44
  89      3      6          1            1             0.04       5.22
  89      4      7          0            0             0.07       4.23
  89      5      9          1            1             0.04       4.15
  89      6      3          1            1             0.04       4.85
  89      7      4          0            0             0.07       5.21
  89      8      2          1            1             0.04       4.44
  89      9      5          1            1             0.04       4.28
  89     10     12          1            1             0.04       4.59
  89     11      1          1            1             0.04       4.97
  89     12     10          1            1             0.04       4.11
  90      1     11          1            1             0.04       4.55
  90      2      8          1            1             0.04       4.48
  90      3      6          1            1             0.04       5.26
  90      4      7          1            1             0.04       4.27
  90      5      9          1            1             0.04       4.19
  90      6      3          1            1             0.04       4.89
  90      7      4          1            1             0.04       5.25
  90      8      2          1            1             0.04       4.48
  90      9      5          1            1             0.04       4.32
  90     10     12          1            1             0.04       4.63
  90     11      1          1            1             0.04       5.01
  90     12     10          1            1             0.04       4.15
  91      1      9          1            1             0.04       4.59
  91      2      3          1            0             0.12       4.60
  91      3      2          0            1             0.00       5.26
  91      4      7          0            1             0.00       4.27
  91      5     12          0            0             0.07       4.26
  91      6     11          0            1             0.00       4.89
  91      7      4          1            0             0.12       5.37
  91      8     10          1            1             0.04       4.52
  91      9      1          1            1             0.04       4.36
  91     10      8          1            1             0.04       4.67
  91     11      6          1            0             0.12       5.13
  91     12      5          0            0             0.07       4.22
  92      1      9          0            1             0.00       4.59
  92      2      3          1            0             0.12       4.72
  92      3      2          0            1             0.00       5.26
  92      4      7          0            0             0.07       4.34
  92      5     12          1            0             0.12       4.38
  92      6     11          1            0             0.12       5.01
  92      7      4          0            0             0.07       5.44
  92      8     10          0            1             0.00       4.52
  92      9      1          1            0             0.12       4.48
  92     10      8          1            0             0.12       4.79
  92     11      6          0            1             0.00       5.13
  92     12      5          0            1             0.00       4.22
  93      1      9          1            1             0.04       4.63
  93      2      3          1            1             0.04       4.76
  93      3      2          1            1             0.04       5.30
  93      4      7          0            0             0.07       4.41
  93      5     12          1            1             0.04       4.42
  93      6     11          0            1             0.00       5.01
  93      7      4          0            0             0.07       5.51
  93      8     10          1            0             0.12       4.64
  93      9      1          1            1             0.04       4.52
  93     10      8          0            1             0.00       4.79
  93     11      6          1            0             0.12       5.25
  93     12      5          1            1             0.04       4.26
  94      1      9          1            1             0.04       4.67
  94      2      3          1            1             0.04       4.80
  94      3      2          1            1             0.04       5.34
  94      4      7          0            0             0.07       4.48
  94      5     12          1            1             0.04       4.46
  94      6     11          0            0             0.07       5.08
  94      7      4          0            0             0.07       5.58
  94      8     10          0            1             0.00       4.64
  94      9      1          1            1             0.04       4.56
  94     10      8          1            0             0.12       4.91
  94     11      6          0            0             0.07       5.32
  94     12      5          1            1             0.04       4.30
  95      1      9          0            1             0.00       4.67
  95      2      3          1            1             0.04       4.84
  95      3      2          1            1             0.04       5.38
  95      4      7          0            0             0.07       4.55
  95      5     12          0            1             0.00       4.46
  95      6     11          0            1             0.00       5.08
  95      7      4          0            0             0.07       5.65
  95      8     10          0            1             0.00       4.64
  95      9      1          1            0             0.12       4.68
  95     10      8          1            0             0.12       5.03
  95     11      6          1            0             0.12       5.44
  95     12      5          1            0             0.12       4.42
  96      1      9          0            1             0.00       4.67
  96      2      3          1            1             0.04       4.88
  96      3      2          1            1             0.04       5.42
  96      4      7          0            0             0.07       4.62
  96      5     12          1            0             0.12       4.58
  96      6     11          1            0             0.12       5.20
  96      7      4          0            0             0.07       5.72
  96      8     10          1            1             0.04       4.68
  96      9      1          1            0             0.12       4.80
  96     10      8          1            1             0.04       5.07
  96     11      6          0            1             0.00       5.44
  96     12      5          0            1             0.00       4.42
  97      1      9          0            1             0.00       4.67
  97      2      3          1            1             0.04       4.92
  97      3      2          1            1             0.04       5.46
  97      4      7          0            0             0.07       4.69
  97      5     12          1            1             0.04       4.62
  97      6     11          1            1             0.04       5.24
  97      7      4          0            0             0.07       5.79
  97      8     10          1            1             0.04       4.72
  97      9      1          1            0             0.12       4.92
  97     10      8          1            1             0.04       5.11
  97     11      6          1            1             0.04       5.48
  97     12      5          1            1             0.04       4.46
  98      1      9          1            1             0.04       4.71
  98      2      3          1            1             0.04       4.96
  98      3      2          1            1             0.04       5.50
  98      4      7          0            0             0.07       4.76
  98      5     12          0            1             0.00       4.62
  98      6     11          1            1             0.04       5.28
  98      7      4          0            0             0.07       5.86
  98      8     10          1            1             0.04       4.76
  98      9      1          1            1             0.04       4.96
  98     10      8          1            1             0.04       5.15
  98     11      6          1            1             0.04       5.52
  98     12      5          1            0             0.12       4.58
  99      1      9          1            1             0.04       4.75
  99      2      3          1            1             0.04       5.00
  99      3      2          1            1             0.04       5.54
  99      4      7          1            1             0.04       4.80
  99      5     12          1            1             0.04       4.66
  99      6     11          1            1             0.04       5.32
  99      7      4          1            1             0.04       5.90
  99      8     10          1            1             0.04       4.80
  99      9      1          1            1             0.04       5.00
  99     10      8          1            1             0.04       5.19
  99     11      6          1            1             0.04       5.56
  99     12      5          1            1             0.04       4.62
 100      1      9          1            1             0.04       4.79
 100      2      3          1            1             0.04       5.04
 100      3      2          1            1             0.04       5.58
 100      4      7          1            1             0.04       4.84
 100      5     12          1            1             0.04       4.70
 100      6     11          1            1             0.04       5.36
 100      7      4          1            1             0.04       5.94
 100      8     10          1            1             0.04       4.84
 100      9      1          1            1             0.04       5.04
 100     10      8          1            1             0.04       5.23
 100     11      6          1            1             0.04       5.60
 100     12      5          1            1             0.04       4.66
 101      1      3          0            0             0.07       4.86
 101      2      7          1            1             0.04       5.08
 101      3      1          0            0             0.07       5.65
 101      4     11          0            1             0.00       4.84
 101      5      8          1            1             0.04       4.74
 101      6      9          0            1             0.00       5.36
 101      7      2          1            1             0.04       5.98
 101      8      5          1            1             0.04       4.88
 101      9      6          1            0             0.12       5.16
 101     10     12          1            0             0.12       5.35
 101     11      4          1            0             0.12       5.72
 101     12     10          0            1             0.00       4.66
 102      1      3          0            0             0.07       4.93
 102      2      7          1            1             0.04       5.12
 102      3      1          0            0             0.07       5.72
 102      4     11          0            0             0.07       4.91
 102      5      8          1            0             0.12       4.86
 102      6      9          1            1             0.04       5.40
 102      7      2          1            1             0.04       6.02
 102      8      5          0            1             0.00       4.88
 102      9      6          1            1             0.04       5.20
 102     10     12          1            1             0.04       5.39
 102     11      4          0            0             0.07       5.79
 102     12     10          1            1             0.04       4.70
 103      1      3          0            0             0.07       5.00
 103      2      7          1            1             0.04       5.16
 103      3      1          0            0             0.07       5.79
 103      4     11          0            0             0.07       4.98
 103      5      8          1            0             0.12       4.98
 103      6      9          1            1             0.04       5.44
 103      7      2          1            1             0.04       6.06
 103      8      5          0            1             0.00       4.88
 103      9      6          1            1             0.04       5.24
 103     10     12          0            1             0.00       5.39
 103     11      4          0            0             0.07       5.86
 103     12     10          1            0             0.12       4.82
 104      1      3          0            0             0.07       5.07
 104      2      7          1            1             0.04       5.20
 104      3      1          0            0             0.07       5.86
 104      4     11          0            1             0.00       4.98
 104      5      8          0            1             0.00       4.98
 104      6      9          1            1             0.04       5.48
 104      7      2          1            1             0.04       6.10
 104      8      5          1            0             0.12       5.00
 104      9      6          1            1             0.04       5.28
 104     10     12          1            0             0.12       5.51
 104     11      4          1            0             0.12       5.98
 104     12     10          0            1             0.00       4.82
 105      1      3          0            0             0.07       5.14
 105      2      7          1            1             0.04       5.24
 105      3      1          0            0             0.07       5.93
 105      4     11          0            1             0.00       4.98
 105      5      8          1            0             0.12       5.10
 105      6      9          1            1             0.04       5.52
 105      7      2          1            1             0.04       6.14
 105      8      5          0            1             0.00       5.00
 105      9      6          1            1             0.04       5.32
 105     10     12          1            1             0.04       5.55
 105     11      4          1            0             0.12       6.10
 105     12     10          1            1             0.04       4.86
 106      1      3          0            0             0.07       5.21
 106      2      7          1            1             0.04       5.28
 106      3      1          0            0             0.07       6.00
 106      4     11          0            1             0.00       4.98
 106      5      8          1            0             0.12       5.22
 106      6      9          1            1             0.04       5.56
 106      7      2          1            1             0.04       6.18
 106      8      5          0            1             0.00       5.00
 106      9      6          1            1             0.04       5.36
 106     10     12          1            1             0.04       5.59
 106     11      4          1            0             0.12       6.22
 106     12     10          1            1             0.04       4.90
 107      1      3          0            0             0.07       5.28
 107      2      7          1            1             0.04       5.32
 107      3      1          0            0             0.07       6.07
 107      4     11          1            1             0.04       5.02
 107      5      8          1            1             0.04       5.26
 107      6      9          1            1             0.04       5.60
 107      7      2          1            1             0.04       6.22
 107      8      5          1            1             0.04       5.04
 107      9      6          1            1             0.04       5.40
 107     10     12          1            1             0.04       5.63
 107     11      4          1            1             0.04       6.26
 107     12     10          1            1             0.04       4.94
 108      1      3          0            0             0.07       5.35
 108      2      7          1            1             0.04       5.36
 108      3      1          0            0             0.07       6.14
 108      4     11          1            1             0.04       5.06
 108      5      8          1            1             0.04       5.30
 108      6      9          1            1             0.04       5.64
 108      7      2          1            1             0.04       6.26
 108      8      5          1            1             0.04       5.08
 108      9      6          1            1             0.04       5.44
 108     10     12          1            1             0.04       5.67
 108     11      4          1            1             0.04       6.30
 108     12     10          1            1             0.04       4.98
 109      1      3          1            1             0.04       5.39
 109      2      7          1            1             0.04       5.40
 109      3      1          1            1             0.04       6.18
 109      4     11          1            1             0.04       5.10
 109      5      8          1            1             0.04       5.34
 109      6      9          1            1             0.04       5.68
 109      7      2          1            1             0.04       6.30
 109      8      5          1            1             0.04       5.12
 109      9      6          1            1             0.04       5.48
 109     10     12          1            1             0.04       5.71
 109     11      4          1            1             0.04       6.34
 109     12     10          1            1             0.04       5.02
 110      1      3          1            1             0.04       5.43
 110      2      7          1            1             0.04       5.44
 110      3      1          1            1             0.04       6.22
 110      4     11          1            1             0.04       5.14
 110      5      8          1            1             0.04       5.38
 110      6      9          1            1             0.04       5.72
 110      7      2          1            1             0.04       6.34
 110      8      5          1            1             0.04       5.16
 110      9      6          1            1             0.04       5.52
 110     10     12          1            1             0.04       5.75
 110     11      4          1            1             0.04       6.38
 110     12     10          1            1             0.04       5.06
 111      1     11          0            1             0.00       5.43
 111      2      4          1            1             0.04       5.48
 111      3     12          0            0             0.07       6.29
 111      4      2          1            1             0.04       5.18
 111      5     10          1            1             0.04       5.42
 111      6      8          0            1             0.00       5.72
 111      7      9          1            1             0.04       6.38
 111      8      6          1            0             0.12       5.28
 111      9      7          1            1             0.04       5.56
 111     10      5          1            1             0.04       5.79
 111     11      1          1            0             0.12       6.50
 111     12      3          0            0             0.07       5.13
 112      1     11          0            0             0.07       5.50
 112      2      4          1            0             0.12       5.60
 112      3     12          0            0             0.07       6.36
 112      4      2          0            1             0.00       5.18
 112      5     10          1            1             0.04       5.46
 112      6      8          1            0             0.12       5.84
 112      7      9          1            1             0.04       6.42
 112      8      6          0            1             0.00       5.28
 112      9      7          1            1             0.04       5.60
 112     10      5          1            1             0.04       5.83
 112     11      1          0            0             0.07       6.57
 112     12      3          0            0             0.07       5.20
 113      1     11          0            0             0.07       5.57
 113      2      4          1            1             0.04       5.64
 113      3     12          0            0             0.07       6.43
 113      4      2          1            1             0.04       5.22
 113      5     10          0            1             0.00       5.46
 113      6      8          0            0             0.07       5.91
 113      7      9          1            1             0.04       6.46
 113      8      6          0            0             0.07       5.35
 113      9      7          1            1             0.04       5.64
 113     10      5          1            0             0.12       5.95
 113     11      1          0            0             0.07       6.64
 113     12      3          0            0             0.07       5.27
 114      1     11          0            0             0.07       5.64
 114      2      4          1            1             0.04       5.68
 114      3     12          0            0             0.07       6.50
 114      4      2          1            1             0.04       5.26
 114      5     10          1            1             0.04       5.50
 114      6      8          0            0             0.07       5.98
 114      7      9          1            1             0.04       6.50
 114      8      6          0            0             0.07       5.42
 114      9      7          1            1             0.04       5.68
 114     10      5          1            1             0.04       5.99
 114     11      1          0            0             0.07       6.71
 114     12      3          0            0             0.07       5.34
 115      1     11          0            0             0.07       5.71
 115      2      4          1            1             0.04       5.72
 115      3     12          0            0             0.07       6.57
 115      4      2          1            1             0.04       5.30
 115      5     10          1            1             0.04       5.54
 115      6      8          0            0             0.07       6.05
 115      7      9          1            1             0.04       6.54
 115      8      6          0            0             0.07       5.49
 115      9      7          1            1             0.04       5.72
 115     10      5          1            1             0.04       6.03
 115     11      1          0            0             0.07       6.78
 115     12      3          0            0             0.07       5.41
 116      1     11          0            0             0.07       5.78
 116      2      4          1            1             0.04       5.76
 116      3     12          0            0             0.07       6.64
 116      4      2          1            1             0.04       5.34
 116      5     10          0            1             0.00       5.54
 116      6      8          0            0             0.07       6.12
 116      7      9          1            1             0.04       6.58
 116      8      6          0            0             0.07       5.56
 116      9      7          1            1             0.04       5.76
 116     10      5          1            0             0.12       6.15
 116     11      1          0            0             0.07       6.85
 116     12      3          0            0             0.07       5.48
 117      1     11          0            1             0.00       5.78
 117      2      4          1            1             0.04       5.80
 117      3     12          0            0             0.07       6.71
 117      4      2          1            1             0.04       5.38
 117      5     10          1            1             0.04       5.58
 117      6      8          0            0             0.07       6.19
 117      7      9          1            1             0.04       6.62
 117      8      6          0            0             0.07       5.63
 117      9      7          1            1             0.04       5.80
 117     10      5          1            1             0.04       6.19
 117     11      1          1            0             0.12       6.97
 117     12      3          0            0             0.07       5.55
 118      1     11          1            1             0.04       5.82
 118      2      4          1            1             0.04       5.84
 118      3     12          1            0             0.12       6.83
 118      4      2          1            1             0.04       5.42
 118      5     10          1            0             0.12       5.70
 118      6      8          0            0             0.07       6.26
 118      7      9          1            1             0.04       6.66
 118      8      6          0            0             0.07       5.70
 118      9      7          1            1             0.04       5.84
 118     10      5          0            1             0.00       6.19
 118     11      1          1            1             0.04       7.01
 118     12      3          0            1             0.00       5.55
 119      1     11          1            1             0.04       5.86
 119      2      4          1            1             0.04       5.88
 119      3     12          1            1             0.04       6.87
 119      4      2          1            1             0.04       5.46
 119      5     10          1            1             0.04       5.74
 119      6      8          1            0             0.12       6.38
 119      7      9          1            1             0.04       6.70
 119      8      6          0            1             0.00       5.70
 119      9      7          1            1             0.04       5.88
 119     10      5          1            1             0.04       6.23
 119     11      1          1            1             0.04       7.05
 119     12      3          1            1             0.04       5.59
 120      1     11          1            1             0.04       5.90
 120      2      4          1            1             0.04       5.92
 120      3     12          1            1             0.04       6.91
 120      4      2          1            1             0.04       5.50
 120      5     10          1            1             0.04       5.78
 120      6      8          1            1             0.04       6.42
 120      7      9          1            1             0.04       6.74
 120      8      6          1            1             0.04       5.74
