Experiment -> STGR
Endowment  ->   0.00
Chance to play computer ->   0.00%
(Left = 0 ; Right = 1)
Round    Subj   Part    Subj Choice  Part Choice    Pay off   Tot Earn
  17      1      5          1            0             0.12       0.88
  17      2      3          1            1             0.04       0.80
  17      3      2          1            1             0.04       0.63
  17      4     14          1            1             0.04       0.96
  17      5      1          0            1             0.00       0.47
  17      6     12          1            1             0.04       0.68
  17      7      8          0            1             0.00       0.58
  17      8      7          1            0             0.12       1.08
  17      9     11          1            1             0.04       1.00
  17     10     13          1            1             0.04       0.68
  17     11      9          1            1             0.04       0.84
  17     12      6          1            1             0.04       0.99
  17     13     10          1            1             0.04       0.75
  17     14      4          1            1             0.04       1.16
  18      1      6          0            0             0.07       0.95
  18      2      9          1            1             0.04       0.84
  18      3      7          1            0             0.12       0.75
  18      4     10          1            1             0.04       1.00
  18      5     13          0            1             0.00       0.47
  18      6      1          0            0             0.07       0.75
  18      7      3          0            1             0.00       0.58
  18      8     11          1            1             0.04       1.12
  18      9      2          1            1             0.04       1.04
  18     10      4          1            1             0.04       0.72
  18     11      8          1            1             0.04       0.88
  18     12     14          1            1             0.04       1.03
  18     13      5          1            0             0.12       0.87
  18     14     12          1            1             0.04       1.20
  19      1     10          0            1             0.00       0.95
  19      2      4          1            1             0.04       0.88
  19      3      5          1            0             0.12       0.87
  19      4      2          1            1             0.04       1.04
  19      5      3          0            1             0.00       0.47
  19      6     11          0            1             0.00       0.75
  19      7      8          0            1             0.00       0.58
  19      8      7          1            0             0.12       1.24
  19      9     12          1            1             0.04       1.08
  19     10      1          1            0             0.12       0.84
  19     11      6          1            0             0.12       1.00
  19     12      9          1            1             0.04       1.07
  19     13     14          1            1             0.04       0.91
  19     14     13          1            1             0.04       1.24
  20      1      2          1            1             0.04       0.99
  20      2      1          1            1             0.04       0.92
  20      3      4          1            1             0.04       0.91
  20      4      3          1            1             0.04       1.08
  20      5     13          0            1             0.00       0.47
  20      6     14          1            1             0.04       0.79
  20      7      8          1            1             0.04       0.62
  20      8      7          1            1             0.04       1.28
  20      9     11          1            1             0.04       1.12
  20     10     12          0            1             0.00       0.84
  20     11      9          1            1             0.04       1.04
  20     12     10          1            0             0.12       1.19
  20     13      5          1            0             0.12       1.03
  20     14      6          1            1             0.04       1.28
  21      1     10          1            1             0.04       1.03
  21      2      3          1            0             0.12       1.04
  21      3      2          0            1             0.00       0.91
  21      4     11          1            1             0.04       1.12
  21      5      9          0            1             0.00       0.47
  21      6     13          0            1             0.00       0.79
  21      7     14          1            1             0.04       0.66
  21      8     12          1            1             0.04       1.32
  21      9      5          1            0             0.12       1.24
  21     10      1          1            1             0.04       0.88
  21     11      4          1            1             0.04       1.08
  21     12      8          1            1             0.04       1.23
  21     13      6          1            0             0.12       1.15
  21     14      7          1            1             0.04       1.32
  22      1     10          1            0             0.12       1.15
  22      2     11          0            1             0.00       1.04
  22      3     14          1            1             0.04       0.95
  22      4      5          1            0             0.12       1.24
  22      5      4          0            1             0.00       0.47
  22      6     13          1            0             0.12       0.91
  22      7      9          0            0             0.07       0.73
  22      8     12          1            1             0.04       1.36
  22      9      7          0            0             0.07       1.31
  22     10      1          0            1             0.00       0.88
  22     11      2          1            0             0.12       1.20
  22     12      8          1            1             0.04       1.27
  22     13      6          0            1             0.00       1.15
  22     14      3          1            1             0.04       1.36
  23      1      3          1            1             0.04       1.19
  23      2     13          1            0             0.12       1.16
  23      3      1          1            1             0.04       0.99
  23      4     10          1            0             0.12       1.36
  23      5     14          0            1             0.00       0.47
  23      6     12          1            1             0.04       0.95
  23      7      9          0            0             0.07       0.80
  23      8     11          1            1             0.04       1.40
  23      9      7          0            0             0.07       1.38
  23     10      4          0            1             0.00       0.88
  23     11      8          1            1             0.04       1.24
  23     12      6          1            1             0.04       1.31
  23     13      2          0            1             0.00       1.15
